probeid,day,asn_v4,address_v4,address_v6,tagged_version,connectivity
19093,20160518,31370,89.249.248.155,2a01:94c0:0:100:c24a:ff:fecc:6856,system-v3,v4-v6-works
19096,20160518,8100,96.44.129.5,2607:fcd0:def:aced:c24a:ff:fecc:8ab6,system-v3,v4-v6-works
19101,20160518,61102,,,system-v3,v4-v6-works
19202,20160518,62353,185.22.15.234,2a00:5d60:0:2::2,system-v3,v4-v6-works
19210,20160518,9153,82.136.38.181,2001:4088:23c1:10:c24a:ff:fecc:71f6,system-v3,v4-v6-works
19213,20160518,25151,109.235.73.205,2a01:518:ffff:4020::205,system-v3,v4-v6-works
19233,20160518,196697,109.233.24.236,2a04:81a0:1000:10a:c24a:ff:feff:fc76,system-v3,v4-v6-works
19287,20160518,33837,88.80.0.100,2a00:16b0:1:2:c24a:ff:fe09:4fe6,system-v3,v4-v6-works
19303,20160518,9026,62.212.10.90,2a02:20:1f:0:c24a:ff:fe09:543a,system-v3,v4-v6-works
19329,20160518,24586,46.22.180.59,2001:4c10::2:59:0:59,system-v3,v4-v6-works
19336,20160518,3582,128.223.6.228,2001:468:d01:6:ea94:f6ff:feba:c372,system-v3,v4-v6-works
19351,20160518,198288,5.34.249.100,2a00:f8c0:8001:5:c24a:ff:fe09:4992,system-v3,v4-v6-works
19363,20160518,56641,91.226.74.58,2a00:9520::c24a:ff:fe09:529c,system-v3,v4-v6-works
19373,20160518,15894,,,system-v3,v4-v6-works
19374,20160518,24768,130.185.80.250,2a00:1650:1000:0:c24a:ff:feff:e2a6,system-v3,v4-v6-works
19378,20160518,60422,185.31.79.252,2a00:b920:3:1337::252,system-v3,v4-v6-works
19393,20160518,24889,80.254.71.126,2a02:200:720::126,system-v3,v4-v6-works
19438,20160518,45131,163.7.130.157,2404:138:130:0:c24a:ff:fe09:4d68,system-v3,v4-v6-works
19453,20160518,44946,93.94.131.38,2a02:158:2ff:f036::1:a,system-v3,v4-v6-works
19481,20160518,32748,208.100.10.146,2607:f128:40:401:c24a:ff:fecc:7158,system-v3,v4-v6-works
19517,20160518,61438,,,system-v3,v4-v6-works
19675,20160518,48284,94.125.79.197,2a02:778:216::3,system-v3,v4-v6-works
19682,20160518,33940,84.17.108.88,2a02:f200::ea94:f6ff:fe48:7d6e,system-v3,v4-v6-works
19701,20160518,8121,65.50.207.37,2001:1868:a000:1f:c24a:ff:fecc:6a68,system-v3,v4-v6-works
19710,20160518,45131,163.7.130.99,2404:138:130:0:c24a:ff:fecc:59c2,system-v3,v4-v6-works
19714,20160518,198089,185.46.31.110,2a01:8580:1000::102,system-v3,v4-v6-works
19727,20160518,47998,94.228.79.61,2a00:1068:ffff:402:ea94:f6ff:fe48:93f8,system-v3,v4-v6-works
19731,20160518,196965,109.231.191.153,2a02:70e0:0:4::b,system-v3,v4-v6-works
19733,20160518,25248,85.207.100.6,2a02:a40:0:8001::2,system-v3,v4-v6-works
19743,20160518,12687,212.111.203.186,2a01:5c40:0:4::2,system-v3,v4-v6-works
19771,20160518,197019,46.28.107.5,2a02:2b88:2:2::2,system-v3,v4-v6-works
19773,20160518,39439,80.245.186.98,2a03:e800:0:6:ea94:f6ff:fe48:62ce,system-v3,v4-v6-works
19840,20160518,41828,185.53.12.16,2a02:840:1:700:c24a:ff:fecc:70e4,system-v3,v4-v6-works
19858,20160518,49037,95.174.96.56,2a00:8740::56,system-v3,v4-v6-works
19900,20160518,37996,122.202.69.164,2401:400:0:a::4,system-v3,v4-v6-works
19928,20160518,37576,41.79.184.252,2c0f:f428:5::10,system-v3,v4-v6-works
19938,20160518,6124,148.100.60.103,2620:91:0:2227:c24a:ff:fe09:42a0,system-v3,v4-v6-works
19968,20160518,56740,31.130.200.31,2001:67c:2268::31,system-v3,v4-v6-works
19971,20160518,9245,203.152.100.249,2405:8400:1:f100:c24a:ff:fe09:4366,system-v3,v4-v6-works
20003,20160518,2611,139.165.223.121,2001:6a8:2d80:2230:ea94:f6ff:fe48:48a4,system-v3,v4-v6-works
20004,20160518,20561,159.51.236.24,2a03:85c0:1:36::1:24,system-v3,v4-v6-works
20015,20160518,49808,109.68.104.41,2a03:c100:10:1:c24a:ff:fe09:51e0,system-v3,v4-v6-works
20052,20160518,16188,217.29.33.50,2a00:b580:8000:2:ea94:f6ff:feba:d70e,system-v3,v4-v6-works
20057,20160518,5786,136.145.231.9,2607:2000:100:116:c24a:ff:fe09:49a8,system-v3,v4-v6-works
20060,20160518,553,141.72.231.217,2001:7c0:710:33c5:c24a:ff:fe09:5588,system-v3,v4-v6-works
20071,20160518,59891,185.32.124.9,2a00:c1e0::c,system-v3,v4-v6-works
20089,20160518,3549,201.234.235.43,2803:3980::8,system-v3,v4-v6-works
20166,20160518,20312,150.187.91.2,2001:1338:101a:1000:ea94:f6ff:fe48:5970,system-v3,v4-v6-works
20186,20160518,5645,206.248.140.154,2607:f2c0:1:f:ea94:f6ff:fe48:91f2,system-v3,v4-v6-works
20218,20160518,60687,,,system-v3,v4-v6-works
20264,20160518,198290,193.169.159.134,2a01:7360::193:169:159:8134,system-v3,v4-v6-works
20277,20160518,57407,195.88.109.7,2001:67c:24f8:1000:ea94:f6ff:fe48:8de4,system-v3,v4-v6-works
20318,20160518,271,142.231.1.210,2607:f8f0:670:10:c24a:ff:fecc:6f54,system-v3,v4-v6-works
20361,20160518,43284,77.73.240.236,2a02:2108:0:12:77:73:240:236,system-v3,v4-v6-works
20384,20160518,15576,217.11.218.250,2a00:c38:2:26:ea94:f6ff:fe48:6ae0,system-v3,v4-v6-works
20409,20160518,24642,81.18.160.5,2001:1aa8:2:160::5,system-v3,v4-v6-works
20429,20160518,50702,79.99.164.208,2a01:648:0:3::208,system-v3,v4-v6-works
20442,20160518,29222,84.16.67.91,2001:1600:2:c:c24a:ff:fecc:6b14,system-v3,v4-v6-works
20443,20160518,199441,185.14.129.5,2a03:a240:1::5,system-v3,v4-v6-works
20464,20160518,60227,93.94.39.194,2a02:6a40:1:1:ea94:f6ff:fe48:94a6,system-v3,v4-v6-works
20468,20160518,39702,185.5.100.238,2a01:4d80:216:c2::1,system-v3,v4-v6-works
20474,20160518,59944,185.65.96.253,2a03:1ae0:0:270:185:65:96:253,system-v3,v4-v6-works
20479,20160518,786,193.62.143.119,2001:630:10:f00e:ea94:f6ff:fe48:94c2,system-v3,v4-v6-works
20506,20160518,12315,193.254.215.20,2a04:c580:7::10,system-v3,v4-v6-works
20561,20160518,47227,93.190.168.37,2a02:6d0:0:2:c24a:ff:fecc:749c,system-v3,v4-v6-works
20565,20160518,201522,185.71.172.30,2a05:33c0::1e,system-v3,v4-v6-works
20612,20160518,16218,217.113.43.165,2a02:ea0:300:220::1acd,system-v3,v4-v6-works
20644,20160518,48220,217.198.77.147,2a00:1de8:ffff:104:ea94:f6ff:feba:bee4,system-v3,v4-v6-works
20704,20160518,51349,195.43.86.118,2a00:c3a0:26:1:ea94:f6ff:feba:fbec,system-v3,v4-v6-works
20709,20160518,15544,213.140.128.225,2a02:2298:bb:c04e::fa00,system-v3,v4-v6-works
20710,20160518,73,128.208.4.14,2607:4000:200:13:ea94:f6ff:feba:fb36,system-v3,v4-v6-works
20716,20160518,15544,213.140.133.226,2a02:2298:4030:c04e::fa04,system-v3,v4-v6-works
20721,20160518,158,192.176.1.212,2001:1b70:a1:612::212,system-v3,v4-v6-works
20731,20160518,201155,185.84.6.196,2a05:a1c0:0:3:c24a:ff:fe09:3192,system-v3,v4-v6-works
20753,20160518,19653,64.136.224.8,2605:8200:10:0:c24a:ff:fe09:54b2,system-v3,v4-v6-works
20758,20160518,59,144.92.67.60,2607:f388:e:100:ea94:f6ff:feba:b77e,system-v3,v4-v6-works
20787,20160518,31736,83.222.128.135,2a02:3b0:2:3::6,system-v3,v4-v6-works
20796,20160518,46019,175.45.185.2,2001:df0:ba:185:ea94:f6ff:feba:e30a,system-v3,v4-v6-works
20874,20160518,31337,193.178.60.19,2001:67c:1898:fffe:eade:27ff:fe69:d976,system-v3,v4-v6-works
20978,20160518,12905,62.176.161.210,2a06:6bc0:0:2:ea94:f6ff:fee3:6d5a,system-v3,v4-v6-works
21112,20160518,11170,208.79.242.59,2607:fe70:0:beef:eade:27ff:fe69:c3fc,system-v3,v4-v6-works
21126,20160518,40191,74.123.92.6,2607:5e00:0:26::6,system-v3,v4-v6-works
21207,20160518,198296,195.248.74.162,2a01:6b20:7f:0:eade:27ff:fe69:ce84,system-v3,v4-v6-works
21239,20160518,42673,91.246.68.54,2a05:7101:1342:ffff:ea94:f6ff:fee3:6e3c,system-v3,v4-v6-works
21246,20160518,199547,212.84.34.30,2a02:44c0:ff00:10:ea94:f6ff:fee3:73a2,system-v3,v4-v6-works
21272,20160518,49640,188.64.120.31,2a00:19a8::c24a:ff:fe9f:fee6,system-v3,v4-v6-works
21282,20160518,59970,185.61.86.29,2a02:78a0:100:207::254,system-v3,v4-v6-works
21283,20160518,61211,185.15.30.158,2a03:bb40:1::b,system-v3,v4-v6-works
21295,20160518,59752,164.177.168.243,2a03:2500:1:1:ea94:f6ff:fe48:ccb6,system-v3,v4-v6-works
21296,20160518,57154,31.47.81.187,2a03:80:200:0:ea94:f6ff:fe48:be26,system-v3,v4-v6-works
21299,20160518,197540,,,system-v3,v4-v6-works
21303,20160518,3303,164.128.251.162,2001:918:0:1:ea94:f6ff:fefc:d6de,system-v3,v4-v6-works
21306,20160518,29484,134.147.10.42,2a05:3e00:c:8:ea94:f6ff:fe48:beb4,system-v3,v4-v6-works
21333,20160518,15415,212.102.234.30,2a00:aa40:0:234::30,system-v3,v4-v6-works
21344,20160518,200925,185.62.171.42,2a02:7e60::25,system-v3,v4-v6-works
21346,20160518,35684,195.137.191.75,2001:67c:18b0:13:c24a:ff:fe9f:ec9a,system-v3,v4-v6-works
21374,20160518,34245,85.91.7.201,2a01:148:1:300:ea94:f6ff:fe48:c49c,system-v3,v4-v6-works
21391,20160518,62416,185.32.189.13,2a00:c560::13,system-v3,v4-v6-works
21408,20160518,25255,77.119.135.253,2a02:2860:1:1::a,system-v3,v4-v6-works
21411,20160518,34878,141.3.208.6,2a00:1398:9:fb00:c24a:ff:fecc:a07a,system-v3,v4-v6-works
21416,20160518,34372,80.70.179.183,2a02:450:0:102:ea94:f6ff:fe48:69f4,system-v3,v4-v6-works
21432,20160518,57118,185.95.218.8,2001:67c:2c28:1000::202,system-v3,v4-v6-works
21434,20160518,12635,91.141.7.253,2001:4b68:1:1::a,system-v3,v4-v6-works
21446,20160518,34878,141.52.192.5,2a00:1398:9:fb01:c24a:ff:fe9f:f52a,system-v3,v4-v6-works
21488,20160518,224,128.39.73.195,2001:700:4400:10:ea94:f6ff:fe48:c288,system-v3,v4-v6-works
21524,20160518,44684,93.93.131.197,2a00:1098:0:86:1000:1a:0:30,system-v3,v4-v6-works
21552,20160518,224,158.36.173.247,2001:700:1500:d030:eade:27ff:fe69:cdbc,system-v3,v4-v6-works
21577,20160518,224,158.38.140.179,2001:700:1200:5104:eade:27ff:fe69:da38,system-v3,v4-v6-works
21581,20160518,48155,91.210.88.78,2001:67c:220c:face:ea94:f6ff:fee3:711c,system-v3,v4-v6-works
21582,20160518,224,128.39.134.112,2001:700:4402:10:ea94:f6ff:fee3:6f68,system-v3,v4-v6-works
21676,20160518,4528,147.8.108.80,2001:ce0:2201:802:ea94:f6ff:fee3:6b62,system-v3,v4-v6-works
21733,20160518,44746,91.202.156.69,2a05:b880:0:3:eade:27ff:fe69:c74a,system-v3,v4-v6-works
21956,20160518,15725,217.17.192.13,2001:4bd8:0:900:ea94:f6ff:fe48:c6e4,system-v3,v4-v6-works
21959,20160518,42442,130.0.72.201,2a03:9480:1:2ff::2,system-v3,v4-v6-works
21962,20160518,34373,,,system-v3,v4-v6-works
21994,20160518,42442,130.0.72.206,2a03:9480:1:1ff::2,system-v3,v4-v6-works
21995,20160518,5409,212.126.220.14,2001:4180:0:100::a,system-v3,v4-v6-works
21998,20160518,42557,,,system-v3,v4-v6-works
22018,20160518,59758,185.72.20.109,2a05:3780:8000:308::109,system-v3,v4-v6-works
22047,20160518,1133,130.89.51.1,2001:67c:2564:517:c24a:ff:fea0:10aa,system-v3,v4-v6-works
22091,20160518,31477,89.188.8.91,2a01:1b0:4000:1386:ea94:f6ff:fe48:c936,system-v3,v4-v6-works
22096,20160518,2200,195.220.223.30,2001:660:6503:0:ea94:f6ff:fe48:620c,system-v3,v4-v6-works
22100,20160518,553,134.60.55.204,2001:7c0:900:37:ea94:f6ff:fe48:611c,system-v3,v4-v6-works
22132,20160518,59761,185.72.236.109,2a05:3d80:8000:208::109,system-v3,v4-v6-works
22207,20160518,49605,,,system-v3,v4-v6-works
22260,20160518,25106,134.17.79.18,2a02:bf0:25:1::2,system-v3,v4-v6-works
22316,20160518,15368,213.183.195.82,2a00:4e00:2000:155:eade:27ff:fe69:d54e,system-v3,v4-v6-works
22319,20160518,13092,147.91.172.230,2001:4170:2000:2:eade:27ff:fe69:add6,system-v3,v4-v6-works
22335,20160518,51728,,,system-v3,v4-v6-works
22341,20160518,199813,132.227.120.130,2a03:9180:2:128::84e3:7882,system-v3,v4-v6-works
22407,20160518,1103,,,system-v3,v4-v6-works
22412,20160518,2847,,,system-v3,v4-v6-works
22436,20160518,40076,199.115.121.251,2607:fed0:fe01:0:eade:27ff:fe69:c7ea,system-v3,v4-v6-works
22452,20160518,13901,199.19.52.231,2001:500:a:500:ea94:f6ff:fee3:70d4,system-v3,v4-v6-works
22542,20160518,28859,212.94.34.41,2a02:368:0:111::200,system-v3,v4-v6-works
22550,20160518,51401,83.137.32.53,2a01:be80:210:0:eade:27ff:fe69:b080,system-v3,v4-v6-works
22611,20160518,11131,130.85.61.5,2620:0:5301:2000:ea94:f6ff:fe48:ccc0,system-v3,v4-v6-works
22638,20160518,18200,114.69.197.5,2404:2200:ff00:0:ea94:f6ff:fe48:c712,system-v3,v4-v6-works
22644,20160518,23674,58.65.173.134,2407:d000:0:2b3:ea94:f6ff:fe48:c336,system-v3,v4-v6-works
22735,20160518,3277,195.208.113.50,2001:b08:2:100::50,system-v3,v4-v6-works
22858,20160518,18451,208.81.7.61,2605:e200:2:4:eade:27ff:fe69:ddec,system-v3,v4-v6-works
22893,20160518,21476,80.254.128.120,2a00:cba0:acbb:1:eade:27ff:fe69:d998,system-v3,v4-v6-works
22906,20160518,34081,,,system-v3,v4-v6-works
22910,20160518,15623,62.12.171.171,2001:8a8:ae00:2:eade:27ff:fe69:cdb8,system-v3,v4-v6-works
22916,20160518,49420,91.212.242.242,2001:67c:24c::1,system-v3,v4-v6-works
22962,20160518,50673,93.158.217.226,2a00:1ca8:1::31,system-v3,v4-v6-works
22984,20160518,199218,79.143.136.148,2a00:dd40:0:3:eade:27ff:fe69:bd0c,system-v3,v4-v6-works
23188,20160518,3212,213.161.11.66,2001:1688:cc:abcd:eade:27ff:fe69:a7f2,system-v3,v4-v6-works
23191,20160518,34568,84.246.122.38,2a01:1f8:1337:3:eade:27ff:fe69:b574,system-v3,v4-v6-works
23193,20160518,20783,212.79.9.202,2001:1b30:0:e:eade:27ff:fe69:bc88,system-v3,v4-v6-works
23212,20160518,49420,91.212.242.241,2001:67c:24c::3,system-v3,v4-v6-works
23232,20160518,197451,147.229.148.189,2001:67c:1220:9894:ea94:f6ff:fe48:c3e2,system-v3,v4-v6-works
23303,20160518,49605,31.13.143.238,2a02:e50:0:101::2,system-v3,v4-v6-works
23375,20160518,200770,185.96.213.41,2a06:200:0:16:ea94:f6ff:fe48:c01c,system-v3,v4-v6-works
23408,20160518,63318,66.85.252.6,2606:3780:63:318:ea94:f6ff:fe48:5c58,system-v3,v4-v6-works
23428,20160518,15533,212.84.40.101,2001:1bd8:0:ffff::1000,system-v3,v4-v6-works
23573,20160518,61468,201.159.220.131,2800:68:10:caca:16cc:20ff:fef8:b21e,system-v3,v4-v6-works
23704,20160518,7922,50.246.66.187,2601:14d:8501:1200:eade:27ff:fec9:69cc,system-v3,v4-v6-works
23755,20160518,50195,164.8.3.174,2a00:1600:2c::5:174,system-v3,v4-v6-works
23762,20160518,35382,83.143.216.98,2a00:14c0:10:25:c66e:1fff:fe5b:eb0c,system-v3,v4-v6-works
23812,20160518,25409,81.180.99.53,2a00:ff0::99:53,system-v3,v4-v6-works
23834,20160518,201026,,,system-v3,v4-v6-works
23836,20160518,51862,185.48.116.8,2a02:247a::8,system-v3,v4-v6-works
23853,20160518,199554,5.57.200.4,2a01:4540:0:1:16cc:20ff:fe48:b5e2,system-v3,v4-v6-works
23875,20160518,25054,81.90.192.22,2a02:1318::eade:27ff:fec9:6f02,system-v3,v4-v6-works
23914,20160518,31658,78.156.162.142,2a03:f980:a:f01:c66e:1fff:fe3a:df00,system-v3,v4-v6-works
23952,20160518,33923,94.246.190.98,2a00:1a40:0:521:eade:27ff:fec9:9ec8,system-v3,v4-v6-works
24037,20160518,553,141.72.251.52,2001:7c0:710:d10:c66e:1fff:fe3a:e050,system-v3,v4-v6-works
24054,20160518,20312,150.188.143.73,2001:1338:0:9:eade:27ff:fec9:69c6,system-v3,v4-v6-works
24084,20160518,29066,146.0.227.126,2a01:7a0:2:100e::2,system-v3,v4-v6-works
24114,20160518,33984,78.111.72.106,2a02:f98:0:d:c66e:1fff:fe5b:b25a,system-v3,v4-v6-works
24120,20160518,198161,,,system-v3,v4-v6-works
24221,20160518,28768,81.200.42.2,2a00:1bb0:0:420:c66e:1fff:fe3a:e082,system-v3,v4-v6-works
24394,20160518,48218,77.72.182.218,2a00:d08:1:b:c66e:1fff:fe5b:d068,system-v3,v4-v6-works
24414,20160518,200846,185.87.176.39,2a03:7ae0::185:87:176:39,system-v3,v4-v6-works
24415,20160518,21235,193.108.193.250,2a03:16e0:1001:ff::24:415,system-v3,v4-v6-works
24483,20160518,201330,185.78.96.13,2a03:58a0::13,system-v3,v4-v6-works
24501,20160518,60447,185.97.73.13,2a06:4c0:0:773:eade:27ff:fec9:694e,system-v3,v4-v6-works
24532,20160518,34971,,,system-v3,v4-v6-works
24542,20160518,559,192.33.93.149,2001:67c:10ec:3548:8000::1337,system-v3,v4-v6-works
24744,20160518,812,192.75.88.129,2001:1b70:8600:ff00::99,system-v3,v4-v6-works
24828,20160518,12935,213.179.9.20,2a02:6980::16cc:20ff:fe48:c732,system-v3,v4-v6-works
24838,20160518,12824,,,system-v3,v4-v6-works
24854,20160518,62094,185.48.80.10,2a01:9560:1001:1001::101:ca75,system-v3,v4-v6-works
24859,20160518,9119,212.103.129.114,2a02:800:e:2001:eade:27ff:fec9:596c,system-v3,v4-v6-works
24888,20160518,59771,185.72.196.115,2a05:3cc0:0:1001:16cc:20ff:fef8:931e,system-v3,v4-v6-works
24891,20160518,20625,62.108.192.118,2a02:ae8:102:133::2,system-v3,v4-v6-works
24893,20160518,1653,130.237.95.229,2001:6b0:5:1095:c66e:1fff:fe3a:da74,system-v3,v4-v6-works
24901,20160518,198345,91.233.176.101,2001:678:fc:0:c66e:1fff:fe3a:e650,system-v3,v4-v6-works
24915,20160518,8823,212.63.90.22,2001:ad8:1000:8823:c66e:1fff:fe3a:e65a,system-v3,v4-v6-works
24931,20160518,62214,185.43.204.59,2a01:6ee0::59,system-v3,v4-v6-works
24953,20160518,786,129.215.42.42,2001:630:3c1:42:c66e:1fff:fe5b:e1f2,system-v3,v4-v6-works
24988,20160518,41653,95.128.40.246,2a02:ec0:208:2:c66e:1fff:fe5b:e4a6,system-v3,v4-v6-works
24989,20160518,2500,203.178.135.87,2001:200:0:1cd1:c66e:1fff:fe3a:d0c8,system-v3,v4-v6-works
24997,20160518,200738,185.97.171.254,2a06:6c0:0:fffe:eade:27ff:fec9:648e,system-v3,v4-v6-works
25020,20160518,57771,37.77.56.112,2a00:8640:1:0:c66e:1fff:fe3a:d78e,system-v3,v4-v6-works
25041,20160518,11260,24.222.224.138,2610:170:ffff:f3:eade:27ff:fec9:637a,system-v3,v4-v6-works
25067,20160518,51561,46.102.192.158,2a00:b900:3:1::2,system-v3,v4-v6-works
25101,20160518,25369,217.146.80.116,2a00:1a30:200:7::116,system-v3,v4-v6-works
25133,20160518,47271,91.204.16.61,2a04:1ac0::2,system-v3,v4-v6-works
25203,20160518,31138,83.217.2.54,2a00:d8c0:0:f01:c66e:1fff:fe5b:e594,system-v3,v4-v6-works
25210,20160518,37100,105.16.120.2,2c0f:feb0:3:1::2,system-v3,v4-v6-works
25270,20160518,47447,212.83.45.80,2a00:f48:1007::7,system-v3,v4-v6-works
25303,20160518,198024,31.172.156.142,2a03:7b80:0:10e:ffff:ffff:ffff:fffe,system-v3,v4-v6-works
25329,20160518,21161,178.249.80.3,2a02:2198:0:906:c66e:1fff:fe5b:ef38,system-v3,v4-v6-works
25355,20160518,37100,105.16.160.8,2c0f:feb0:b:1::8,system-v3,v4-v6-works
25386,20160518,23184,216.104.104.154,2607:fbd8:ffff:fa:eade:27ff:fec9:6b8e,system-v3,v4-v6-works
25402,20160518,51090,185.77.195.66,2a03:5620:12:cc01::2,system-v3,v4-v6-works
25598,20160518,1930,,,system-v3,v4-v6-works
